                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                   1.74,                 1.7807,                 2.3059,                0.53594,                0.52642,                0.52149,                0.30456,                 2.3673,                 2.2885,                 3.3461,               0.001387,               0.001387,               0.001387
                     89,                 1.6188,                 1.4607,                   2.22,                 0.9689,                0.36364,                0.52487,                0.33036,                  2.167,                  2.122,                 2.9564,               0.001288,               0.001288,               0.001288
                     90,                 1.7369,                 1.8022,                  2.391,                0.94682,                0.36364,                0.53131,                0.27842,                 2.4066,                 2.2973,                 3.4026,               0.001189,               0.001189,               0.001189
                     91,                  1.778,                 1.6512,                 2.3861,                0.96911,                0.36364,                0.53531,                0.26738,                 2.3633,                 2.1557,                  3.205,                0.00109,                0.00109,                0.00109
                     92,                 1.7236,                 1.7214,                 2.3024,                0.58111,                0.63636,                0.59298,                0.26831,                  2.601,                 2.0033,                 3.5218,               0.000991,               0.000991,               0.000991
                     93,                 1.6178,                 1.5878,                 2.2098,                      1,                0.43121,                0.61592,                0.34247,                 2.3638,                 2.2757,                 3.0746,               0.000892,               0.000892,               0.000892
                     94,                 1.7329,                 1.9008,                 2.2892,                0.70274,                0.63636,                  0.658,                0.34263,                 2.4007,                 2.0105,                 3.3151,               0.000793,               0.000793,               0.000793
                     95,                 1.7257,                  1.707,                 2.3087,                0.60687,                0.56263,                0.58545,                0.33067,                 2.2178,                 2.0593,                 3.1267,               0.000694,               0.000694,               0.000694
                     96,                 1.5988,                 1.6156,                 2.2185,                0.68226,                0.54545,                 0.5965,                0.32591,                 2.3935,                 2.0724,                 3.4321,               0.000595,               0.000595,               0.000595
                     97,                 1.7511,                 1.8575,                 2.3553,                      1,                0.44123,                 0.5881,                0.34627,                 2.1557,                 2.0223,                 3.0141,               0.000496,               0.000496,               0.000496
                     98,                 1.7096,                 1.9124,                 2.3155,                0.68935,                0.54545,                0.59401,                 0.3353,                 2.3572,                  1.958,                 3.2412,               0.000397,               0.000397,               0.000397
                     99,                 1.6838,                 1.6564,                 2.2592,                      1,                 0.4442,                0.59614,                0.33603,                 2.2264,                 1.9057,                 3.0558,               0.000298,               0.000298,               0.000298
