                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                 2.0102,                 1.8286,                  2.398,                0.72765,                0.63636,                0.63999,                0.26048,                 2.3311,                 3.3077,                 3.1128,                0.00307,                0.00307,                0.00307
                     72,                 2.0225,                  1.952,                 2.4017,                0.70288,                0.54545,                0.59175,                0.32355,                 2.1954,                 1.6798,                 2.9341,               0.002971,               0.002971,               0.002971
                     73,                 1.8881,                 1.8333,                 2.2701,                0.58614,                0.54545,                0.50524,                0.22469,                 2.4575,                 1.9608,                 3.0769,               0.002872,               0.002872,               0.002872
                     74,                 1.9244,                 1.7288,                 2.2206,                0.70998,                0.44633,                0.52711,                0.21824,                 2.3588,                 1.8761,                 2.9723,               0.002773,               0.002773,               0.002773
                     75,                 1.9649,                 1.8615,                 2.3427,                0.62056,                0.36364,                0.52992,                0.33652,                 2.4218,                  2.245,                 3.0428,               0.002674,               0.002674,               0.002674
                     76,                 1.9674,                 1.9188,                 2.3704,                0.77064,                0.61301,                0.63334,                0.25571,                 2.2751,                 1.9059,                 2.8826,               0.002575,               0.002575,               0.002575
                     77,                  2.017,                 1.9178,                 2.3405,                0.63341,                0.45455,                0.56539,                0.34976,                 2.2692,                 1.8378,                 2.9438,               0.002476,               0.002476,               0.002476
                     78,                 1.9306,                 1.7814,                 2.3595,                 0.6689,                0.54545,                0.58454,                0.28309,                 2.4819,                  1.956,                 3.1054,               0.002377,               0.002377,               0.002377
                     79,                  1.872,                  1.845,                  2.206,                0.64541,                0.54545,                0.51245,                0.24485,                 2.5278,                 2.1044,                 3.2116,               0.002278,               0.002278,               0.002278
                     80,                  1.896,                 1.7835,                   2.23,                0.65076,                0.54545,                 0.4768,                0.25802,                 2.3687,                 2.6927,                 3.0447,               0.002179,               0.002179,               0.002179
                     81,                 1.9203,                 1.8901,                 2.3305,                0.78707,                0.54545,                0.52237,                0.25367,                 2.3099,                 2.8662,                 3.0665,                0.00208,                0.00208,                0.00208
                     82,                 1.8922,                 1.7757,                 2.2238,                0.44121,                0.54545,                0.45042,                0.22479,                 2.3395,                 2.9034,                 2.9784,               0.001981,               0.001981,               0.001981
                     83,                 1.7191,                 1.7403,                 2.1622,                0.76162,                0.63636,                0.67543,                0.27942,                 2.3404,                 2.2042,                 2.9609,               0.001882,               0.001882,               0.001882
                     84,                 1.9704,                 2.0748,                 2.3842,                0.93928,                0.63636,                0.75454,                0.27721,                 2.1976,                   1.94,                 2.8285,               0.001783,               0.001783,               0.001783
                     85,                 1.8258,                 1.6808,                 2.1859,                0.57372,                0.36364,                0.53737,                0.24549,                 2.0663,                 1.8647,                 2.7156,               0.001684,               0.001684,               0.001684
                     86,                 1.8982,                 1.7159,                 2.2986,                0.57913,                0.36364,                0.46006,                0.21668,                 2.3058,                  2.043,                 3.0059,               0.001585,               0.001585,               0.001585
                     87,                 1.8651,                 1.7937,                   2.21,                 0.5658,                0.54545,                0.54015,                0.29504,                  2.075,                 1.9022,                 2.7316,               0.001486,               0.001486,               0.001486
                     88,                  1.869,                 1.7395,                 2.2479,                0.63722,                0.54545,                0.58756,                 0.3093,                  2.237,                 1.7822,                 2.8312,               0.001387,               0.001387,               0.001387
                     89,                 1.6866,                 1.5348,                  2.116,                0.79596,                0.63636,                0.71462,                0.30579,                 2.2857,                 1.9915,                 2.8735,               0.001288,               0.001288,               0.001288
